file_path,file_size,sheet_count,max_rows,max_cols,total_cells,non_empty_cells,numeric_cell_count,string_cell_count,formula_count,hyperlink_count,avg_cell_length,entropy_of_text,base64_pattern_count,hex_pattern_count,has_macro,remote_template_present,ocr_extracted_text_length,preview_image_text_entropy,deceptive_keywords_count_ocr,macro_line_count,macro_procedure_count,macro_chr_count,macro_string_function_count,macro_arithmetic_operator_count,macro_concatenation_count,macro_callbyname_count,macro_comment_lines,macro_average_line_length,macro_token_count,macro_count,uses_file_api,uses_network_api,uses_process_api,merged_cells_count,hidden_sheets_count,protected_sheets_count,named_ranges_count,empty_sheet_count,rich_text_formatting_count,macro_count_parentheses,macro_count_assignments,macro_max_line_length,macro_max_string_literals,macro_max_arithmetic_ops,macro_max_concat_ops,macro_vocab_size,preview_image_width,preview_image_height,label
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/35925476eeb690e468ea98b0e3c28c66f06d1df3316ed620b3255c0499089e42.xls,338944,3,138,135,21346,458,333,125,0,0,3.7117903930131,3.67731049694575,0,0,0,0,0,0,0,458,0,0,0,6,0,0,0,3.7117903930131,220,0,1,0,1,0,0,0,0,0,0,0,0,34,0,4,0,220,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_7724.xlsx,380929,2,1587,15,44119,35224,11677,23547,2,0,11.11744833068362,5.742825699140141,0,0,0,1,0,0,0,35224,0,127,0,12480,0,0,0,11.11744833068362,15911,0,1,0,1,0,0,0,0,0,0,4,2,39,0,2,0,15911,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/451a133ca2ed10da3aac772eea2a5d34f3ff92cd9997644e1c1f70bdd00ac42d.xlsx,155136,1,117,6,702,9,0,9,0,0,482.333333333333,5.20660331268047,12,0,0,0,0,0,0,9,0,0,2,5,16,0,0,482.333333333333,76,0,0,0,1,0,0,0,0,0,0,6,11,3288,14,2,14,76,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_6372.xlsx,923923,4,2889,20,109356,88591,29665,58926,4,0,11.13877256154688,5.752479558742795,0,0,0,1,0,0,0,88591,0,265,0,30887,0,0,0,11.13877256154688,20073,0,1,0,1,0,0,0,0,0,0,8,4,39,0,2,0,20073,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_3031.xlsx,368762,2,2950,11,38562,33039,11017,22022,0,0,11.15593692303036,5.753435799789355,0,0,0,1,0,0,0,33039,0,93,0,11706,0,0,0,11.15593692303036,15569,0,1,0,1,0,0,0,0,0,0,0,0,37,0,2,0,15569,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/82dfec47ed383bf5b3ffe59bdb481cf4a9fd69d7c71e4b0971be02495a8313c2.xlsx,105976,7,37,20,1383,69,2,67,57,0,53.8405797101449,5.19883273540124,0,0,0,16,0,0,0,69,0,0,0,71,213,0,0,53.8405797101449,168,0,0,0,0,0,6,0,7,1,0,135,67,1897,12,7,138,168,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/75d4d1bbdb3d2c45392aa6f10af1093af7f137b8cb7702f42bd08109f72ab345.xls,338944,3,138,135,21346,458,333,125,0,0,3.70960698689956,3.67878440192221,0,0,0,0,0,0,0,458,0,0,0,6,0,0,0,3.70960698689956,220,0,1,0,1,0,0,0,0,0,0,0,0,33,0,4,0,220,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_2467.xlsx,532208,4,2839,21,63206,47810,15939,31871,4,0,11.13267098933277,5.756455729266313,0,0,0,1,0,0,0,47810,0,175,0,16694,0,0,0,11.13267098933277,17637,0,1,0,1,0,0,0,0,0,0,8,4,39,0,2,0,17637,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_4946.xlsx,847361,4,2967,21,100525,80574,26764,53810,4,0,11.14381810509594,5.751999569926773,0,0,0,1,0,0,0,80574,0,282,0,28215,0,0,0,11.14381810509594,19816,0,1,0,1,0,0,0,0,0,0,8,4,39,0,2,0,19816,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_6314.xlsx,60498,1,1273,4,5092,4350,1434,2916,0,0,11.30804597701149,5.762780702841276,0,0,0,1,0,0,0,4350,0,10,0,1479,0,0,0,11.30804597701149,4991,0,1,0,0,0,0,0,0,0,0,0,0,38,0,2,0,4991,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/e480211236e910468da1e127180e710053732728f95a29995582704786b81985.xlsx,10109,3,7,8,58,1,0,1,0,0,44.0,3.78839099510706,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,44.0,7,0,0,0,0,0,0,0,0,2,1,0,0,44,0,0,0,7,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/00cd00b16c8a62a9798a25fa07bc52332bf13fdf208f9fb82c26b5b19213693a.xlsx,108032,4,46,20,1502,102,12,90,0,0,8.05882352941176,4.95034803186983,0,0,0,0,0,0,0,102,0,0,0,24,48,0,0,8.05882352941176,77,0,0,0,0,0,0,0,0,0,0,12,1,89,22,4,9,77,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/7ab8fdb32c73c5d578dfa7eb5fb86a309ba5aa7d830e43f7f3acbadc23eec71a.xlsx,65628,1,14,6,84,5,0,5,0,0,56.8,4.84597699457848,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,56.8,41,0,0,0,0,0,0,0,0,0,0,2,0,69,0,3,0,41,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/13f9f6fbc09b49a4138785410cf1e50ef4f0213721c1eefcdb861c7aa9a3e04a.xls,145408,1,118,12,1416,13,1,12,0,0,295.692307692307,5.26832963458956,9,0,0,0,0,0,0,13,0,0,0,5,16,0,0,295.692307692307,92,0,0,0,1,0,0,0,0,0,0,8,10,2765,18,2,14,92,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_2501.xlsx,395395,4,2084,10,40440,34762,11507,23255,0,0,11.16408722167884,5.756405487773588,0,0,0,1,0,0,0,34762,0,123,0,12226,0,0,0,11.16408722167884,15852,0,1,0,1,0,0,0,0,0,0,0,0,39,0,2,0,15852,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_6264.xlsx,812885,3,2861,19,90429,77444,25594,51850,0,0,11.12615567377718,5.747767553082586,0,0,0,1,0,0,0,77444,0,249,0,27742,0,0,0,11.12615567377718,19630,0,1,0,1,0,0,0,0,0,0,0,0,39,0,2,0,19630,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_4527.xlsx,56034,1,1512,4,6048,3902,1300,2602,1,0,11.11019989748847,5.745881460888766,0,0,0,1,0,0,0,3902,0,14,0,1429,0,0,0,11.11019989748847,4478,0,0,0,0,0,0,0,0,0,0,2,1,37,0,2,0,4478,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/7acb56c8b849592a3f803d4fa19c14e044e6afcf95182abb326e435e1079f91a.xlsx,147188,10,37,20,1782,83,3,80,67,0,44.0481927710843,4.97634779067022,0,0,0,19,0,0,0,83,0,0,0,70,238,0,0,44.0481927710843,184,0,0,0,0,0,9,0,8,1,0,160,81,1848,12,6,158,184,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_1221.xlsx,106691,1,633,18,11394,9156,3013,6143,1,0,11.21057230231542,5.748703257388645,0,0,0,1,0,0,0,9156,0,26,0,3333,0,0,0,11.21057230231542,8119,0,0,0,0,0,0,0,0,0,0,2,1,36,0,2,0,8119,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/cf3cb001e220a0f6c9d01ab70a29253d6a423467c58ca6d3e6ed1cd357c42ac6.xlsx,148205,10,37,20,1782,83,3,80,67,0,44.4216867469879,5.01488723339437,0,0,0,19,0,0,0,83,0,0,0,74,243,0,0,44.4216867469879,185,0,0,0,0,0,9,0,8,1,0,160,81,1848,12,7,158,185,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/112cca7eac4fb8117c3fb9288275a73781fbd77a296d767ae23a8013333f28ca.xls,338944,3,133,54,9400,384,279,105,0,0,3.63020833333333,3.63193677438628,0,0,0,0,0,0,0,384,0,0,0,2,0,0,0,3.63020833333333,193,0,1,0,1,0,0,0,0,0,0,0,0,13,0,1,0,193,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/6cf96a9f05d4bef98cd2adefd5e8c3c383d0828da1338e48642e05dfb051e51f.xlsx,70572,5,31,20,1174,64,0,64,53,0,48.171875,5.15693164268334,0,0,0,14,0,0,0,64,0,0,0,70,190,0,0,48.171875,151,0,0,0,0,0,4,0,7,1,0,121,60,1538,12,6,125,151,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/fc2b03a0565ab17aee5d7b64987ab2939001a6572af06ff978140a1411797e5c.xlsx,70572,5,31,20,1174,64,0,64,53,0,48.171875,5.15693164268334,0,0,0,14,0,0,0,64,0,0,0,70,190,0,0,48.171875,151,0,0,0,0,0,4,0,7,1,0,121,60,1538,12,6,125,151,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_4673.xlsx,512799,4,1736,21,59536,48562,16088,32474,3,0,11.14649314278654,5.751376061255917,0,0,0,1,0,0,0,48562,0,193,0,17089,0,0,0,11.14649314278654,17675,0,1,0,1,0,0,0,0,0,0,8,3,37,0,2,0,17675,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_5669.xlsx,91356,1,1659,5,8295,7097,2343,4754,0,0,11.09835141609131,5.745075945761557,0,0,0,1,0,0,0,7097,0,15,0,2450,0,0,0,11.09835141609131,6901,0,0,0,0,0,0,0,0,0,0,0,0,37,0,2,0,6901,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_3519.xlsx,183507,3,1147,11,18235,15607,5214,10393,0,0,11.09412443134491,5.75689627625801,0,0,0,1,0,0,0,15607,0,53,0,5397,0,0,0,11.09412443134491,11077,0,1,0,0,0,0,0,0,0,0,2,0,36,0,2,0,11077,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/bd6e6ec9f2e52cbc6f312b66d9c40d79d981c204225070698bd8e81d5e3ab9b7.xlsx,850462,1,1,1,1,0,0,0,0,0,0.0,0.0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_612.xlsx,261298,2,1106,19,27630,23673,7934,15739,0,0,11.12123516242132,5.734901883266585,0,0,0,1,0,0,0,23673,0,85,0,8318,0,0,0,11.12123516242132,13596,0,1,0,1,0,0,0,0,0,0,0,0,42,0,2,0,13596,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/675af8110138d2e1d4ca277638ca650389e98a2aee84f3311831e182b439a192.xls,100864,2,6000,200,1201914,1139,60,1079,0,0,7.78489903424056,4.82809811638221,0,0,0,0,0,0,0,1139,0,0,0,1143,66,0,0,7.78489903424056,1190,0,0,0,0,0,0,0,0,0,0,104,0,4383,1,653,1,1190,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/c19d6e9aa5e868a5a0c657313cd901a65483c6434d86fe62eaef9ee0712b67da.xlsx,159196,2,38,8,304,55,25,30,0,0,7.14545454545454,4.81041204166287,0,0,0,0,0,0,0,55,0,0,0,1,0,0,0,7.14545454545454,45,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,45,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_5351.xlsx,194806,3,1710,16,21896,16573,5463,11110,2,0,11.24195981415556,5.751125685648053,0,0,0,1,0,0,0,16573,0,55,0,5773,0,0,0,11.24195981415556,11442,0,1,0,0,0,0,0,0,0,0,4,2,41,0,2,0,11442,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/fe899495f30b71f2b13825a259ca3039d59b5e9c3145611474ad32dee5622a7b.xlsx,72076,6,263,21,8919,2494,165,2329,1702,0,24.1808340016038,5.58305186409341,0,0,0,23,0,0,0,2494,0,3,1,389,42,0,0,24.1808340016038,2291,0,0,0,0,5,0,0,0,0,414,2930,1703,274,4,3,3,2291,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/bdd683ec2c9f3251a7b298fdef146b3f6a705efae047eba5df60c8e162d7fd6e.xlsx,70572,5,31,20,1174,64,0,64,53,0,48.171875,5.15693164268334,0,0,0,14,0,0,0,64,0,0,0,70,190,0,0,48.171875,151,0,0,0,0,0,4,0,7,1,0,121,60,1538,12,6,125,151,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/2d27961ae9c837502d45833f5ad87f2b4d0406d8edfb87678efa7a9417fdc111.xlsx,111616,4,38,20,1272,65,3,62,0,0,9.86153846153846,4.55600582410972,0,0,0,0,0,0,0,65,0,0,0,29,83,0,0,9.86153846153846,100,0,0,0,0,0,0,0,0,0,0,4,1,105,41,6,19,100,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/4cb805c54b98c27f39c20549c867dd4d3b6b3b07389d591a3f4ea823e4e7b0c3.xlsx,132608,1,114,12,1368,10,0,10,0,0,415.9,5.21942597419181,9,0,0,0,0,0,0,10,0,0,3,5,16,0,0,415.9,87,0,0,0,1,0,0,0,0,0,0,8,10,3115,18,2,14,87,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/50013c4522ee326d404c05716a0408840e7effada79ddb396439796d334afb64.xls,338944,3,133,54,9400,384,279,105,0,0,3.63020833333333,3.63193677438628,0,0,0,0,0,0,0,384,0,0,0,2,0,0,0,3.63020833333333,193,0,1,0,1,0,0,0,0,0,0,0,0,13,0,1,0,193,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_6334.xlsx,629578,4,2455,16,74513,59005,19755,39250,3,0,11.08641640538937,5.753395768611302,0,0,0,1,0,0,0,59005,0,172,0,20635,0,0,0,11.08641640538937,18760,0,1,0,1,0,0,0,0,0,0,6,3,44,0,2,0,18760,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/1ac1d3c1e55139b833a90357b97eb05c2d0af3b59b4f73c5ecbfe6a5be0aecba.xlsx,123904,1,107,17,1819,14,0,14,0,0,327.642857142857,5.33467433945395,13,0,0,0,0,0,0,14,0,0,0,5,16,0,0,327.642857142857,92,0,0,0,1,0,0,0,0,0,0,8,12,3122,18,2,14,92,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_9381.xlsx,365784,4,1581,20,39146,33568,11192,22376,0,0,11.05752502383222,5.74317666603018,0,0,0,1,0,0,0,33568,0,100,0,11960,0,0,0,11.05752502383222,15631,0,1,0,0,0,0,0,0,0,0,0,0,40,0,2,0,15631,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_9321.xlsx,49915,2,436,9,4911,3606,1190,2416,2,0,11.14919578480311,5.759082598265066,0,0,0,1,0,0,0,3606,0,9,0,1241,0,0,0,11.14919578480311,4268,0,0,0,0,0,0,0,0,0,0,4,2,36,0,2,0,4268,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/5162abed4b5f576dd9eda81ff1c6f80b397746beed6626eff2cfa7e7dab4625e.xlsx,105503,7,37,20,1383,69,2,67,57,0,57.6521739130434,5.16785695173511,0,0,0,16,0,0,0,69,0,0,0,70,299,0,0,57.6521739130434,224,0,0,0,0,0,6,0,7,1,0,137,68,1907,47,6,138,224,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_2104.xlsx,49703,1,1876,2,3752,3205,1139,2066,0,0,11.04243369734789,5.765833155377274,0,0,0,1,0,0,0,3205,0,11,0,1060,0,0,0,11.04243369734789,3949,0,0,0,0,0,0,0,0,0,0,0,0,36,0,2,0,3949,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_9231.xlsx,407741,2,2903,16,46952,37683,12506,25177,2,0,11.19579120558342,5.751329690111723,0,0,0,1,0,0,0,37683,0,117,0,13420,0,0,0,11.19579120558342,16337,0,1,0,1,0,0,0,0,0,0,4,2,36,0,2,0,16337,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/c358681ef254f1379b3d62756d612042bb11d36cd6416e2c011824ad3bccb51b.xlsx,105965,7,37,20,1383,69,2,67,57,0,53.6666666666666,5.20144058365781,0,0,0,16,0,0,0,69,0,0,0,69,213,0,0,53.6666666666666,165,0,0,0,0,0,6,0,7,1,0,135,67,1897,12,6,138,165,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/3b7b729b876f702688636c402b001c3d7abbe1aacc72d338a24cff6a3aed35cd.xlsx,137728,1,85,9,765,8,0,8,0,0,354.875,4.63907757172937,2,0,0,0,0,0,0,8,0,0,0,8,1,0,0,354.875,35,0,0,0,1,0,0,0,0,0,0,0,0,1411,0,8,1,35,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/8838d5542614d45e9a82163699f249374c4680295ebc71a79fe65b602dfbc559.xlsx,1695970,3,1,1,3,0,0,0,0,0,0.0,0.0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_7457.xlsx,199540,3,2011,16,23044,16432,5494,10938,2,0,11.14106621226874,5.747759837817382,0,0,0,1,0,0,0,16432,0,56,0,5714,0,0,0,11.14106621226874,11450,0,1,0,1,0,0,0,0,0,0,4,2,37,0,2,0,11450,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/0ab5e4e759707a6c2edda297cb20f8c0f50fb04e07a8ebf75655b5f8b78092ef.xlsx,70598,5,31,20,1174,64,0,64,53,0,48.640625,5.1735553632946,0,0,0,14,0,0,0,64,0,0,0,71,190,0,0,48.640625,157,0,0,0,0,0,4,0,7,1,0,121,60,1538,12,7,125,157,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_8664.xlsx,617075,4,2878,20,66695,57239,19063,38176,0,0,11.14210590681179,5.751021056122065,0,0,0,1,0,0,0,57239,0,184,0,20157,0,0,0,11.14210590681179,18471,0,1,0,1,0,0,0,0,0,0,0,0,38,0,2,0,18471,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_6214.xlsx,87148,1,1910,4,7640,6521,2075,4446,0,0,11.27081735930072,5.759962837208991,0,0,0,1,0,0,0,6521,0,17,0,2286,0,0,0,11.27081735930072,6566,0,0,0,1,0,0,0,0,0,0,0,0,36,0,2,0,6566,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/111a82a7e4cacf8f9bbac7c2ceaa8f0a8c83b300ef1cd62aa0b651c6c965c62a.xls,338944,3,133,54,9400,384,279,105,0,0,3.63020833333333,3.63193677438628,0,0,0,0,0,0,0,384,0,0,0,2,0,0,0,3.63020833333333,193,0,1,0,1,0,0,0,0,0,0,0,0,13,0,1,0,193,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/ab087e7468883380684b44942452106b5cdc7f32e29d75cce2567395b7439fc1.xlsx,101556,5,31,20,1174,64,0,64,53,0,53.0625,5.10218097704333,0,0,0,14,0,0,0,64,0,0,0,71,290,0,0,53.0625,187,0,0,0,0,0,4,0,7,1,0,121,60,1538,61,7,125,187,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/0acdcb7b3c1a0ecee0580177190e0548862d4f80251a5d2d21762b6779ff2ed5.xlsx,102383,5,31,20,1174,64,0,64,53,0,47.9375,5.14117217816086,0,0,0,14,0,0,0,64,0,0,0,71,190,0,0,47.9375,152,0,0,0,0,0,4,0,7,1,0,121,60,1538,12,7,125,152,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_4178.xlsx,596339,3,2153,20,65625,56295,18704,37591,0,0,11.15122124522604,5.750741764882843,0,0,0,1,0,0,0,56295,0,180,0,19637,0,0,0,11.15122124522604,18390,0,1,0,1,0,0,0,0,0,0,0,0,39,0,2,0,18390,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/6cbdfcadb60ed1419c39165c9ff37c00fdf4179d281892a35f58cb06d0d98434.xlsx,763347,3,1,1,3,0,0,0,0,0,0.0,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_3257.xlsx,506799,4,2667,19,59907,46397,15498,30899,3,0,11.11507209517857,5.750332809456044,0,0,0,1,0,0,0,46397,0,164,0,16196,0,0,0,11.11507209517857,17439,0,1,0,1,0,0,0,0,0,0,6,3,38,0,2,0,17439,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_472.xlsx,215145,1,1402,16,22432,19275,6328,12947,0,0,11.20306095979248,5.755183725204062,0,0,0,1,0,0,0,19275,0,76,0,6779,0,0,0,11.20306095979248,12314,0,0,0,1,0,0,0,0,0,0,0,0,35,0,2,0,12314,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_7429.xlsx,606056,2,2548,17,70975,57387,19163,38224,2,0,11.11885967205116,5.753678374481956,0,0,0,1,0,0,0,57387,0,179,0,20320,0,0,0,11.11885967205116,18499,0,1,0,1,0,0,0,0,0,0,4,2,39,0,2,0,18499,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_2252.xlsx,319909,4,764,20,36182,29220,9699,19521,3,0,11.22262149212868,5.745353286195879,0,0,0,1,0,0,0,29220,0,95,0,10331,0,0,0,11.22262149212868,14935,0,1,0,1,0,0,0,0,0,0,6,3,36,0,2,0,14935,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_6130.xlsx,171329,1,939,20,18780,15310,5053,10257,1,0,11.11952971913782,5.757401357715662,0,0,0,1,0,0,0,15310,0,38,0,5360,0,0,0,11.11952971913782,10964,0,1,0,1,0,0,0,0,0,0,2,1,37,0,2,0,10964,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_2521.xlsx,334510,2,2903,10,39098,29256,9694,19562,2,0,11.12657232704403,5.731211863172804,0,0,0,1,0,0,0,29256,0,93,0,10530,0,0,0,11.12657232704403,14893,0,1,0,0,0,0,0,0,0,0,4,2,42,0,2,0,14893,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_6420.xlsx,419027,2,2474,18,48807,38471,12711,25760,2,0,11.17210366249902,5.743739717301643,0,0,0,1,0,0,0,38471,0,144,0,13572,0,0,0,11.17210366249902,16454,0,1,0,1,0,0,0,0,0,0,4,2,42,0,2,0,16454,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_7836.xlsx,577565,4,2954,16,62924,53889,17897,35992,0,0,11.12950694947021,5.752411792364993,0,0,0,1,0,0,0,53889,0,165,0,19230,0,0,0,11.12950694947021,18205,0,1,0,1,0,0,0,0,0,0,0,0,42,0,2,0,18205,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_81.xlsx,278311,4,1551,16,32165,24132,7934,16198,4,0,11.22182164760484,5.742796893769399,0,0,0,1,0,0,0,24132,0,76,0,8661,0,0,0,11.22182164760484,13667,0,1,0,1,0,0,0,0,0,0,8,4,38,0,2,0,13667,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_6561.xlsx,228645,3,919,18,25654,20482,6745,13737,3,0,11.12044722195098,5.749749045679968,0,0,0,1,0,0,0,20482,0,80,0,7223,0,0,0,11.12044722195098,12622,0,1,0,1,0,0,0,0,0,0,6,3,40,0,2,0,12622,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/cfcb59c4535000c3211d9b07d748175964d0148d433b7210f4a114080617dc7c.xlsx,104854,7,35,20,1296,67,2,65,55,0,50.776119402985,5.16650490197414,0,0,0,16,0,0,0,67,0,0,0,73,209,0,0,50.776119402985,158,0,0,0,0,0,6,0,7,2,0,129,64,1688,12,7,133,158,0,0,1
